0.19689,0.33679,0.13303,0.33028,0.21649,0.3299,0.33078,0.34197,0.34862,0.32302,0.32659,0.25287,0.33621,0.35632,0.27979,0.22477
0.17308,0.30128,0.17365,0.28743,0.13761,0.22936,0.26829,0.23077,0.22754,0.22018,0.24515,0.33562,0.29452,0.2363,0.39103,0.27545
0.13665,0.3323,0.12759,0.27931,0.13364,0.24885,0.28021,0.3354,0.25172,0.30645,0.2897,0.28674,0.3172,0.29391,0.3323,0.22069
0.15833,0.3375,0.20574,0.34928,0.15625,0.28125,0.3053,0.275,0.2823,0.25347,0.28125,0.27251,0.3309,0.27737,0.26667,0.28708
0.11111,0.32639,0.23016,0.4127,0.20106,0.32804,0.36416,0.29861,0.34127,0.33333,0.31724,0.34553,0.37398,0.31707,0.3125,0.39683
0.10638,0.29787,0.12745,0.23529,0.22047,0.28346,0.27604,0.25532,0.2451,0.30709,0.2839,0.19444,0.27083,0.25,0.21277,0.17647
0.28,0.33143,0.31707,0.36585,0.19433,0.34413,0.34186,0.25714,0.24878,0.30769,0.25253,0.38276,0.35172,0.25172,0.41143,0.38049
0.21053,0.36842,0.14286,0.34921,0.28485,0.34545,0.3506,0.28571,0.31746,0.28485,0.30409,0.28108,0.35135,0.29189,0.30075,0.26984
0.18782,0.29442,0.15226,0.28807,0.20621,0.29944,0.29609,0.30457,0.34156,0.32768,0.33644,0.24324,0.30631,0.33634,0.27411,0.23045
0.17391,0.30435,0.17857,0.28571,0.17949,0.28205,0.2905,0.34783,0.32143,0.31624,0.32616,0.23478,0.28696,0.34783,0.24638,0.20238
0.21918,0.36986,0.15584,0.32468,0.18095,0.26667,0.29467,0.37671,0.38312,0.31429,0.30394,0.24545,0.33636,0.36818,0.29452,0.22078
0.24457,0.34783,0.19718,0.33333,0.20567,0.31206,0.30383,0.28261,0.26291,0.3156,0.28807,0.27817,0.31338,0.26761,0.32065,0.277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25974,0.27273,0.26452,0.23226,0.26009,0.25561,0.26901,0.23377,0.22581,0.21525,0.21615,0.26991,0.26106,0.22566,0.31169,0.24516
0.17722,0.2827,0.18298,0.26383,0.13782,0.24679,0.24174,0.32068,0.29787,0.3109,0.29299,0.231,0.25532,0.30395,0.24895,0.24681
0.20398,0.35821,0.29493,0.31336,0.27832,0.34304,0.33482,0.29851,0.32719,0.36893,0.32297,0.29934,0.33882,0.33882,0.29851,0.29032
0.15814,0.20465,0.24123,0.27632,0.15972,0.21181,0.24464,0.22791,0.23684,0.24653,0.25082,0.26911,0.25076,0.24465,0.22326,0.29825
0.11328,0.25391,0.21277,0.2766,0.10886,0.20253,0.22857,0.28125,0.29433,0.28354,0.29288,0.27848,0.26329,0.28354,0.27734,0.25887
0.20213,0.29433,0.2,0.26786,0.21287,0.26733,0.27362,0.30142,0.27143,0.29208,0.27858,0.2321,0.28889,0.28395,0.21631,0.22857
0.1462,0.37427,0.16842,0.36316,0.32727,0.32727,0.32918,0.36842,0.35789,0.29818,0.31936,0.27652,0.35606,0.36364,0.2924,0.27895
0.21264,0.33908,0.18905,0.30846,0.24567,0.3218,0.29821,0.27011,0.31343,0.3045,0.30283,0.28571,0.31071,0.28929,0.31609,0.29353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24839,0.31613,0.21037,0.32012,0.21823,0.27338,0.27492,0.29677,0.29878,0.27818,0.27957,0.30085,0.30297,0.29025,0.32581,0.30488
0.18627,0.2598,0.21811,0.2963,0.24719,0.2809,0.29572,0.23039,0.23868,0.24438,0.24029,0.28614,0.28916,0.2259,0.28431,0.27984
0.17625,0.29885,0.13861,0.27063,0.24648,0.26761,0.26094,0.31418,0.32343,0.30516,0.29219,0.21792,0.27845,0.31235,0.23755,0.19802
0.2,0.36552,0.19872,0.37821,0.29741,0.30172,0.33929,0.30345,0.30769,0.27155,0.26014,0.36199,0.38462,0.29412,0.37931,0.34615
0.12667,0.23333,0.15385,0.2033,0.20921,0.2636,0.24773,0.32667,0.35165,0.35983,0.35664,0.16667,0.21491,0.34649,0.18667,0.15934
0.088816,0.27632,0.13995,0.24936,0.1529,0.27241,0.26659,0.32237,0.27735,0.28647,0.29616,0.19349,0.2682,0.29502,0.1875,0.19084
0.21503,0.27461,0.23577,0.24119,0.23002,0.24561,0.25,0.28756,0.25745,0.25536,0.25265,0.28544,0.2567,0.2567,0.27979,0.28455
0.23913,0.20652,0.19289,0.26396,0.24841,0.24204,0.23653,0.22283,0.24873,0.25478,0.27183,0.26909,0.24727,0.24364,0.25,0.26904
0.18341,0.33188,0.24498,0.32129,0.24688,0.30938,0.30753,0.28384,0.26104,0.2875,0.28219,0.29305,0.3142,0.27795,0.29258,0.31727
0.13652,0.21502,0.13262,0.24014,0.20833,0.27579,0.25526,0.29352,0.27957,0.29365,0.30265,0.15034,0.22096,0.28702,0.17406,0.14695
0.14433,0.25773,0.22093,0.27907,0.24619,0.2868,0.28913,0.23196,0.25969,0.24873,0.26361,0.231,0.26748,0.24924,0.2268,0.22868
0.19653,0.36994,0.28216,0.34855,0.28614,0.36446,0.36923,0.30636,0.29876,0.31325,0.31507,0.35616,0.35959,0.29795,0.33526,0.34855
0.37004,0.3304,0.3477,0.31897,0.37983,0.29614,0.30109,0.31718,0.30172,0.27468,0.28653,0.3753,0.31477,0.2954,0.44493,0.36782
0.19872,0.23718,0.28657,0.2485,0.27809,0.26545,0.26451,0.23718,0.24248,0.25562,0.25518,0.30247,0.24691,0.24228,0.30769,0.29459
0.36054,0.2381,0.35319,0.34468,0.33007,0.28105,0.3134,0.22449,0.3234,0.27124,0.29387,0.37143,0.31071,0.29286,0.34694,0.38723
0.10241,0.25301,0.17112,0.27273,0.13929,0.225,0.25199,0.23494,0.23529,0.2,0.22993,0.18577,0.27273,0.24901,0.16867,0.18182
0.1901,0.30469,0.14951,0.30147,0.22456,0.25614,0.283,0.3151,0.29902,0.28421,0.2898,0.25381,0.30626,0.30795,0.25521,0.23039
0.31068,0.31553,0.26289,0.3299,0.29825,0.29435,0.31225,0.24515,0.24485,0.25536,0.24803,0.31047,0.3231,0.24549,0.32039,0.31443
0.30565,0.19934,0.24232,0.23549,0.25189,0.22418,0.21864,0.1794,0.19454,0.20403,0.18421,0.24818,0.21411,0.18248,0.25581,0.24232
0.33449,0.37979,0.20775,0.35563,0.29049,0.35219,0.32282,0.30314,0.27817,0.28535,0.26646,0.34848,0.35354,0.28535,0.40418,0.33803
0.27441,0.26649,0.20461,0.27954,0.2986,0.27655,0.26648,0.25858,0.26801,0.27455,0.26904,0.24609,0.25977,0.25586,0.25066,0.2536
0.24466,0.26841,0.24538,0.28496,0.31086,0.28454,0.28589,0.24941,0.24011,0.25493,0.24949,0.29947,0.27846,0.24869,0.29929,0.28232
