0.022107,0.13264,0.024353,0.13315,0.050119,0.13156,0.12648,0.20586,0.20552,0.20483,0.19363,0.055768,0.1296,0.20164,0.05805,0.058861
0.014105,0.069691,0.0090972,0.070663,0.023614,0.070002,0.065545,0.11441,0.11472,0.11422,0.10303,0.033299,0.067142,0.11058,0.035583,0.036585
0.011166,0.051442,0.0067231,0.052464,0.017384,0.051794,0.048649,0.084974,0.08569,0.085,0.078644,0.024633,0.049658,0.082627,0.026077,0.027079
0.014444,0.05892,0.0071536,0.059758,0.019226,0.059718,0.055152,0.091543,0.091887,0.092174,0.083761,0.028794,0.056254,0.088244,0.031142,0.031976
0.020799,0.086901,0.0088369,0.08716,0.030508,0.086211,0.078879,0.12457,0.12447,0.12355,0.10997,0.038948,0.082241,0.1189,0.042732,0.043051
0.026267,0.092018,0.028508,0.092143,0.046183,0.090661,0.087713,0.13049,0.12982,0.12849,0.11773,0.051444,0.089899,0.12682,0.053042,0.052774
0.021334,0.12009,0.030756,0.11841,0.044886,0.11896,0.11201,0.18244,0.18033,0.18127,0.1644,0.052164,0.11584,0.17675,0.055468,0.054548
0.04728,0.16391,0.040625,0.16597,0.080755,0.16308,0.15759,0.25187,0.25278,0.25188,0.23557,0.085248,0.16138,0.24768,0.087259,0.089063
0.010038,0.072489,0.017851,0.072135,0.032437,0.07087,0.068791,0.12122,0.12048,0.11966,0.11229,0.028887,0.07092,0.11881,0.029751,0.029697
0.025933,0.13672,0.029217,0.13673,0.057498,0.13546,0.12949,0.26524,0.26409,0.2638,0.24462,0.057011,0.13379,0.25977,0.059145,0.059575
0.029295,0.13269,0.034087,0.13351,0.063259,0.13254,0.12846,0.2002,0.20087,0.20049,0.1858,0.065468,0.13073,0.19661,0.066498,0.067363
0.01687,0.0851,0.023901,0.084964,0.039446,0.084474,0.081797,0.13112,0.131,0.13052,0.12286,0.038592,0.083678,0.12914,0.039667,0.039728
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028673,0.13066,0.034301,0.13167,0.064189,0.12865,0.12296,0.17185,0.17232,0.16992,0.15948,0.058179,0.12777,0.16823,0.060339,0.061434
0.024357,0.094175,0.023632,0.094121,0.043212,0.094359,0.091948,0.139,0.13885,0.13939,0.13157,0.043109,0.093162,0.13704,0.044195,0.043965
0.032858,0.12931,0.030639,0.1297,0.075693,0.1273,0.12349,0.18345,0.18261,0.18039,0.16963,0.054243,0.12674,0.17917,0.05652,0.056707
0.024435,0.099416,0.026484,0.098566,0.042678,0.098817,0.094525,0.15006,0.14904,0.1493,0.13883,0.050171,0.096562,0.14653,0.052578,0.0518
0.01167,0.055923,0.012279,0.055608,0.027117,0.055691,0.053396,0.083246,0.082598,0.082431,0.076316,0.023196,0.054359,0.080998,0.024518,0.024283
0.02342,0.10446,0.020946,0.1049,0.050864,0.10366,0.10046,0.14151,0.14202,0.14038,0.13323,0.042141,0.10273,0.13935,0.043645,0.043608
0.029863,0.14471,0.045348,0.14437,0.075696,0.14097,0.13651,0.18628,0.18527,0.18289,0.17098,0.067821,0.1415,0.18159,0.069895,0.069598
