0,0.031088,0,0.0091743,0,0.013746,0.015296,0.051813,0.045872,0.030928,0.046243,0.0028736,0.017241,0.048851,0.0051813,0.0045872
0.0064103,0.012821,0,0.017964,0,0.013761,0.014634,0.083333,0.077844,0.055046,0.075838,0,0.013699,0.082192,0,0
0.0031056,0.037267,0,0.017241,0,0.025346,0.024422,0.031056,0.037931,0.029954,0.036574,0.012545,0.026882,0.035842,0.012422,0.010345
0.0041667,0.041667,0,0.019139,0,0.017361,0.021938,0.079167,0.057416,0.041667,0.052557,0.0097324,0.029197,0.068127,0.0125,0.0095694
0,0.041667,0,0.039683,0.005291,0.026455,0.034682,0.083333,0.095238,0.058201,0.068966,0.004065,0.04065,0.085366,0.0069444,0
0,0,0,0,0,0,0,0.06383,0.058824,0.03937,0.042373,0,0,0.055556,0,0
0.0057143,0.034286,0.004878,0.034146,0,0.020243,0.02093,0.091429,0.10732,0.05668,0.090909,0.0068966,0.024138,0.1,0.0057143,0.0097561
0.0075188,0.022556,0,0.0079365,0,0.018182,0.011952,0.045113,0.039683,0.042424,0.035088,0.0054054,0.016216,0.043243,0.0075188,0
0,0.010152,0,0.0082305,0.0028249,0.0056497,0.0037244,0.045685,0.032922,0.019774,0.023936,0,0.006006,0.036036,0,0
0,0.028986,0,0.035714,0,0.008547,0.01676,0.11594,0.083333,0.051282,0.071685,0,0.026087,0.095652,0,0
0,0,0,0,0,0,0,0.054795,0.071429,0.042857,0.055684,0,0,0.05,0,0
0.01087,0.021739,0.0046948,0.0093897,0,0.010638,0.0095694,0.076087,0.046948,0.028369,0.040367,0.010563,0.014085,0.052817,0.016304,0.014085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012987,0.038961,0,0.058065,0.013453,0.035874,0.038012,0.097403,0.083871,0.067265,0.085511,0.0088496,0.044248,0.097345,0.012987,0.0064516
0.0042194,0.0084388,0.0085106,0.0085106,0,0.0096154,0.0061983,0.042194,0.042553,0.016026,0.028662,0.0091185,0.006079,0.033435,0.0084388,0.012766
0,0.0199,0,0.0092166,0.0064725,0.0064725,0.0089286,0.064677,0.073733,0.045307,0.070812,0,0.013158,0.069079,0,0
0.0046512,0.027907,0.004386,0.02193,0.0034722,0.024306,0.019313,0.083721,0.061404,0.045139,0.04918,0,0.021407,0.067278,0,0
0,0,0,0.0070922,0,0.0025316,0.005042,0.050781,0.053191,0.025316,0.032982,0,0.0050633,0.048101,0,0
0,0.031915,0,0.025,0.0024752,0.014851,0.019544,0.049645,0.060714,0.032178,0.043364,0.012346,0.02716,0.051852,0.014184,0.010714
0,0.035088,0.0052632,0.057895,0.014545,0.047273,0.044888,0.046784,0.063158,0.047273,0.0499,0.0075758,0.05303,0.049242,0.005848,0.0052632
0,0.022989,0,0.014925,0,0.0069204,0.011211,0.057471,0.039801,0.027682,0.036606,0,0.017857,0.042857,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.012903,0,0.0030488,0.0047962,0.014388,0.010574,0.054839,0.073171,0.045564,0.057348,0.0063559,0.010593,0.061441,0.0064516,0.0030488
0,0.044118,0,0.032922,0.014045,0.025281,0.029183,0.083333,0.078189,0.064607,0.07482,0.01506,0.039157,0.084337,0.0098039,0.020576
0,0,0,0,0,0.0023474,0.0016207,0.011494,0.0066007,0.0093897,0.015113,0,0,0.0096852,0,0
0,0.0068966,0,0,0,0,0.0029762,0.055172,0.057692,0.025862,0.045346,0,0.0045249,0.058824,0,0
0.0066667,0.013333,0.0054945,0.021978,0.0041841,0.0083682,0.015106,0.026667,0.021978,0.020921,0.027972,0.026316,0.017544,0.02193,0.02,0.032967
0,0.0065789,0,0.0076336,0.0017575,0.0087873,0.0084439,0.032895,0.043257,0.031634,0.0403,0.0038314,0.0076628,0.044061,0,0.0050891
0.007772,0.036269,0.00271,0.03523,0.025341,0.038986,0.037838,0.067358,0.070461,0.05653,0.06051,0.028736,0.04023,0.06705,0.036269,0.0271
0.0054348,0.048913,0,0.040609,0.022293,0.050955,0.046838,0.070652,0.040609,0.05414,0.045635,0.018182,0.047273,0.058182,0.027174,0.010152
0,0.026201,0.0040161,0.016064,0,0.01875,0.017204,0.056769,0.044177,0.040625,0.044092,0.0090634,0.018127,0.048338,0.0131,0.012048
