0.00014771,0.0035943,0.00014789,0.0034508,0.00029685,0.0035622,0.0028028,0.010094,0.0099088,0.0097467,0.0080763,0.00054577,0.0030265,0.0093773,0.00064008,0.00083806
0.00024574,0.0024574,0,0.0029996,4.9298e-05,0.0023663,0.0020405,0.0074212,0.0081629,0.0077397,0.0059691,0.00074217,0.0023255,0.0071743,0.00078636,0.00083596
0.00022027,0.0011183,0,0.0011516,0.00025464,0.0011035,0.00076842,0.0032024,0.0031837,0.0032425,0.0021269,0.00040829,0.00093566,0.002807,0.00059304,0.00059272
0.00037037,0.0014198,0,0.0016959,6.182e-05,0.0016691,0.00093478,0.0037037,0.0034535,0.0041419,0.0023171,0.00068262,0.001086,0.0027305,0.00095679,0.0012642
0.00015126,0.0033278,0,0.0031722,7.589e-05,0.0028838,0.0017665,0.0067312,0.0061178,0.0062989,0.0036347,0.0012195,0.0023628,0.0053354,0.0015883,0.0016616
0.00016946,0.0027114,0,0.0025454,0.00017042,0.0025562,0.0025849,0.0081342,0.0081453,0.0083504,0.0060774,0.00034182,0.0025637,0.007691,0.00033893,0.00033939
0,0.006056,0.0003448,0.0054479,0.00034581,0.0061553,0.0049734,0.014796,0.014482,0.014731,0.011267,0.00097114,0.0052026,0.013735,0.0012387,0.00096545
0.00086911,0.0052147,0,0.0053819,0.00034959,0.005069,0.0051464,0.020859,0.021181,0.021675,0.016955,0.0024557,0.0052622,0.019821,0.0024335,0.0026042
0,0.0013583,0,0.0014268,0.00039964,0.0013654,0.0012063,0.0055327,0.0055412,0.0056616,0.0044888,0.00013312,0.0012979,0.0053248,0.00013252,0.00013272
0,0.0034122,0.00022826,0.0034239,0,0.0034499,0.0030331,0.018198,0.018489,0.017939,0.014811,0.00068966,0.0032184,0.017701,0.00068244,0.00068478
0.00010137,0.0032438,0.00010145,0.0036522,0.00051015,0.003265,0.0030953,0.010745,0.01116,0.011121,0.0084551,0.00081708,0.0032683,0.010111,0.00081095,0.00081161
